pin14,tri,pdir,pstreet,pcity,tcity,condo,av1,value,taxes,homeowner,white,black,hispanic,asian,medhinc,poverty,college,squarefoot,beds,walkscore,walkfac,elem_score,high_school_score,avg_school_score,appeal
1.40513E+13,Chicago,W,ELMDALE,CHICAGO,CHICAGO,Condominium,23102,270000,3752.6799,1,0.72974485,0.087167069,0.13838704,0.14322965,67115,0.12155095,0.44977456,NA,NA,91,Walker's Paradise,6,4,5,NA
1.71613E+13,Chicago,S,CLINTON,CHICAGO,CHICAGO,Condominium,15415,249000,2493.4099,0,0.53463513,0.16752313,0.10133608,0.24953751,88226,0.16771531,0.39628676,NA,NA,89,Very Walkable,8,6,7,NA
1.4294E+13,Chicago,N,LINCOLN,CHICAGO,CHICAGO,Condominium,59212,534000,10025.97,0,0.88672924,0.036528151,0.066018768,0.055294905,81800,0.13612399,0.53427064,NA,NA,91,Walker's Paradise,6,9,8,NA
1.3012E+13,Chicago,N,FAIRFIELD,CHICAGO,CHICAGO,Condominium,18492,185000,42.220001,0,0.33706737,0.10713772,0.25463164,0.50581646,39406,0.30826703,0.25831893,NA,NA,92,Walker's Paradise,6,4,5,NA
1.43132E+13,Chicago,W,SAINT PAUL,CHICAGO,CHICAGO,Condominium,33444,350000,4785.6099,1,0.86050642,0.023989338,0.081741445,0.086628169,107394,0.076642334,0.70118612,NA,NA,95,Walker's Paradise,2,4,3,4705
1.31542E+13,Chicago,N,KEDVALE,CHICAGO,CHICAGO,Condominium,11159,154900,1601.95,0,0.68903565,0.083223246,0.21505944,0.17886394,38485,0.21969102,0.25216025,NA,NA,79,Very Walkable,5,3,4,NA
1.42811E+13,Chicago,N,SHERIDAN,CHICAGO,CHICAGO,Condominium,24559,215000,3182.45,1,0.83940113,0.040504333,0.06761229,0.092986606,54358,0.12341398,0.62227124,NA,NA,90,Walker's Paradise,7,9,8,NA
2.01023E+13,Chicago,E,51ST,CHICAGO,CHICAGO,Condominium,17242,169900,2788.95,0,0.023156395,0.94513714,0.016743856,0.005343783,22373,0.21378288,0.17673212,NA,NA,75,Very Walkable,3,1,2,NA
1.7221E+13,Chicago,S,STATE,CHICAGO,VERNON HLS,Condominium,21942,255500,2859.6899,1,0.54436809,0.26328054,0.060651328,0.16301166,71563,0.12187837,0.54226327,NA,NA,95,Walker's Paradise,7,6,7,3713
1.71721E+13,Chicago,S,MORGAN,CHICAGO,CHICAGO,Condominium,2475,25000,404.44,0,0.68905002,0.16258158,0.071211025,0.12255257,104930,0.12602818,0.65817899,NA,NA,97,Walker's Paradise,10,5,8,NA
1.33611E+13,Chicago,N,KEDZIE,CHICAGO,CHICAGO,Condominium,23664,287000,3501.8101,0,0.64615387,0.074825175,0.43636364,0.23111889,53478,0.15322426,0.2983638,NA,NA,89,Very Walkable,4,8,6,1207
1.70321E+13,Chicago,N,MICHIGAN,CHICAGO,CHICAGO,Condominium,82392,1100000,14111.96,0,0.84306479,0.043114066,0.050997782,0.093126386,69792,0.10930033,0.64820486,NA,NA,97,Walker's Paradise,7,9,8,5381
1.71611E+13,Chicago,W,QUINCY,CHICAGO,HOFFMAN ESTS,Condominium,15615,161000,2419.02,0,0.55553263,0.081957057,0.059248555,0.32287365,92321,0.15540312,0.61666477,NA,NA,95,Walker's Paradise,8,5,7,687
1.71021E+13,Chicago,N,LAKE SHORE,CHICAGO,CHICAGO,Condominium,4179,73500,682.84998,0,0.71341032,0.065991044,0.049257603,0.19420221,101640,0.06822262,0.66451228,NA,NA,84,Very Walkable,7,5,6,NA
1.71021E+13,Chicago,E,OHIO,CHICAGO,CHICAGO,Condominium,19012,222500,2036.67,1,0.70380479,0.044308878,0.05763365,0.22668165,88523,0.060672574,0.76616758,NA,NA,97,Walker's Paradise,7,5,6,724
1.31421E+13,Chicago,N,ST  LOUIS,CHICAGO,CHICAGO,Condominium,12753,174900,1830.78,0,0.46419913,0.042670116,0.67124617,0.43801519,45064,0.27866101,0.12622833,NA,NA,90,Walker's Paradise,4,2,3,0
1.72211E+13,Chicago,S,PRAIRIE,CHICAGO,CHICAGO,Condominium,120255,950000,17991.439,1,0.54436809,0.26328054,0.060651328,0.16301166,71563,0.12187837,0.54226327,NA,NA,84,Very Walkable,7,4,6,17499
1.31333E+13,Chicago,N,CALIFORNIA,CHICAGO,CHICAGO,Condominium,14296,163000,1780.66,1,0.64084703,0.049874619,0.46113124,0.25243801,52353,0.16969697,0.24323232,NA,NA,75,Very Walkable,4,10,7,NA
1.3362E+13,Chicago,N,MAPLEWOOD,CHICAGO,CHICAGO,Condominium,21599,324000,1897.55,1,0.64581126,0.074584655,0.48250264,0.23966065,41771,0.15900037,0.24085477,NA,NA,94,Walker's Paradise,6,8,7,NA
1.72141E+13,Chicago,S,STATE,CHICAGO,CHICAGO,Condominium,28408,400000,4342.8599,1,0.43405148,0.32895428,0.03888597,0.20888071,74519,0.096639752,0.47017452,NA,NA,93,Walker's Paradise,4,4,4,NA
2.01211E+13,Chicago,S,CORNELL,CHICAGO,CHICAGO,Condominium,16247,196000,2654.79,0,0.3018868,0.536071,0.083240844,0.12486126,33942,0.21262458,0.45182723,NA,NA,88,Very Walkable,5,8,7,NA
1.4163E+13,Chicago,N,MARINE,CHICAGO,CHICAGO,Condominium,8923,121000,1443.33,0,0.78951454,0.089902915,0.071262136,0.095145628,63750,0.11470895,0.62710094,NA,NA,84,Very Walkable,7,2,5,NA
1.42913E+13,Chicago,W,WOLFRAM,CHICAGO,CHICAGO,Condominium,35843,373500,3322.3999,1,0.88105726,0.02092511,0.084067546,0.070117474,102120,0.13137874,0.58303952,NA,NA,92,Walker's Paradise,9,9,9,NA
1.71013E+13,Chicago,E,ILLINOIS,CHICAGO,CHICAGO,Condominium,36699,425500,1824.77,0,0.70380479,0.044308878,0.05763365,0.22668165,88523,0.060672574,0.76616758,NA,NA,97,Walker's Paradise,7,5,6,NA
1.7101E+13,Chicago,E,SUPERIOR,CHICAGO,INDIANAPOLIS,Condominium,46296,649000,7564.8301,0,0.77597624,0.03356931,0.047499429,0.16716145,93938,0.075002961,0.70010644,NA,NA,100,Walker's Paradise,7,5,6,0
1.4061E+13,Chicago,N,CLAREMONT,CHICAGO,CHICAGO,Condominium,19563,224000,2564.1699,0,0.35223138,0.20321777,0.29228118,0.39072976,38426,0.25665417,0.16957834,NA,NA,89,Very Walkable,9,4,7,0
1.71013E+13,Chicago,N,WABASH,CHICAGO,CHICAGO,Condominium,19805,270000,2812.77,0,0.77597624,0.03356931,0.047499429,0.16716145,93938,0.075002961,0.70010644,NA,NA,96,Walker's Paradise,7,5,6,NA
1.4163E+13,Chicago,N,CLARENDON,CHICAGO,CHICAGO,Condominium,16958,270000,2743.04,0,0.78951454,0.089902915,0.071262136,0.095145628,63750,0.11470895,0.62710094,NA,NA,87,Very Walkable,7,2,5,NA
1.31333E+13,Chicago,N,TROY,CHICAGO,CHICAGO,Condominium,15214,169000,1917.54,1,0.64084703,0.049874619,0.46113124,0.25243801,52353,0.16969697,0.24323232,NA,NA,92,Walker's Paradise,5,2,4,NA
1.42131E+13,Chicago,N,LAKE SHORE,CHICAGO,CHICAGO,Condominium,25666,356000,4193.8799,0,0.85283017,0.03726415,0.062264152,0.083490565,50346,0.11929058,0.60374147,NA,NA,92,Walker's Paradise,7,9,8,NA
1.42831E+13,Chicago,W,WRIGHTWOOD,CHICAGO,CHICAGO,Condominium,13524,152000,1302.6801,1,0.85307693,0.033846155,0.048974358,0.086923078,84223,0.077018946,0.5600698,NA,NA,98,Walker's Paradise,10,9,10,0
1.43012E+13,Chicago,N,BELL,CHICAGO,CHICAGO,Condominium,33403,299000,5218.0298,0,0.67431355,0.05109489,0.40111226,0.22349671,81302,0.10137761,0.44224656,NA,NA,78,Very Walkable,6,8,7,1336
1.71711E+13,Chicago,S,THROOP,CHICAGO,CHICAGO,Condominium,31210,370000,4350.1802,0,0.68905002,0.16258158,0.071211025,0.12255257,104930,0.12602818,0.65817899,NA,NA,88,Very Walkable,10,5,8,907
1.70834E+13,Chicago,W,WASHINGTON,CHICAGO,CHICAGO,Condominium,35438,377500,5160.1699,0,0.76336706,0.125,0.037210982,0.087789014,111181,0.14671384,0.63116735,NA,NA,92,Walker's Paradise,10,5,8,2346
1.70926E+13,Chicago,N,LA SALLE,CHICAGO,CHICAGO,Condominium,25718,347500,2572.6001,0,0.68310767,0.10348163,0.10251451,0.17472598,90136,0.060248856,0.63130319,NA,NA,95,Walker's Paradise,7,5,6,0
1.71014E+13,Chicago,N,WABASH,CHICAGO,CHICAGO,Condominium,75385,850000,12796.16,0,0.77597624,0.03356931,0.047499429,0.16716145,93938,0.075002961,0.70010644,NA,NA,98,Walker's Paradise,7,5,6,4076
1.70441E+13,Chicago,N,CLARK,CHICAGO,CHICAGO,Condominium,17828,189500,2249.8799,1,0.75165653,0.1225815,0.055923667,0.10482375,49429,0.20928712,0.51314586,NA,NA,99,Walker's Paradise,5,9,7,NA
1.72121E+13,Chicago,W,15TH,CHICAGO,CHICAGO,Condominium,27499,348000,3947.6599,0,0.43405148,0.32895428,0.03888597,0.20888071,74519,0.096639752,0.47017452,NA,NA,88,Very Walkable,7,6,7,0
1.42041E+13,Chicago,W,NEWPORT,CHICAGO,CHICAGO,Condominium,30256,347000,3026.52,0,0.8582654,0.028521536,0.070430733,0.087601863,78750,0.1987671,0.5024808,NA,NA,93,Walker's Paradise,10,5,8,NA
1.7223E+13,Chicago,S,MICHIGAN,CHICAGO,CHICAGO,Condominium,16645,213800,2569.4299,1,0.54436809,0.26328054,0.060651328,0.16301166,71563,0.12187837,0.54226327,NA,NA,93,Walker's Paradise,4,4,4,0
1.70912E+13,Chicago,W,HURON,CHICAGO,CHICAGO,Condominium,48390,454900,3057.6299,1,0.84226626,0.025487911,0.042965338,0.11200117,93024,0.053580627,0.76087439,NA,NA,96,Walker's Paradise,5,5,5,NA
1.30141E+13,Chicago,W,THORNDALE,CHICAGO,CHICAGO,Condominium,10161,495000,1317.27,0,0.53957492,0.07072188,0.26877978,0.34737998,52500,0.24146162,0.20767535,NA,NA,88,Very Walkable,6,4,5,2032
1.7331E+13,Chicago,W,31ST,CHICAGO,CHICAGO,Condominium,28947,268000,4152.4502,0,0.55054945,0.010989011,0.22380953,0.40915751,50833,0.16116707,0.19763806,NA,NA,88,Very Walkable,9,7,8,NA
1.03141E+13,Chicago,N,NASHVILLE,CHICAGO,CHICAGO,Condominium,16438,165000,1210.29,0,0.92102534,0.004000593,0.11720255,0.053193066,76881,0.021668939,0.23606227,NA,NA,74,Very Walkable,8,8,8,NA
1.40621E+13,Chicago,W,GRANVILLE,CHICAGO,CHICAGO,Condominium,11199,164000,1167.0699,1,0.48880073,0.13159123,0.17125525,0.34367707,38854,0.15282847,0.11815693,NA,NA,74,Very Walkable,9,4,7,NA
1.43022E+13,Chicago,N,WOLCOTT,CHICAGO,CHICAGO,Condominium,29300,335000,4425.3901,0,0.87215805,0.015281402,0.12672381,0.083115913,155500,0.061119292,0.62150222,NA,NA,85,Very Walkable,5,8,7,NA
1.70444E+13,Chicago,N,LA SALLE,CHICAGO,CHICAGO,Condominium,56187,570000,9491.5703,0,0.75165653,0.1225815,0.055923667,0.10482375,49429,0.20928712,0.51314586,NA,NA,97,Walker's Paradise,7,5,6,4390
1.91921E+13,Chicago,W,64TH,CHICAGO,CHICAGO,Condominium,10958,166000,1318.86,0,0.81781727,0.014895446,0.33514753,0.14351189,61600,0.069562666,0.13325506,NA,NA,62,Somewhat Walkable,7,4,6,NA
1.43021E+13,Chicago,N,DAMEN,CHICAGO,CHICAGO,Condominium,31612,346000,5271.1602,1,0.87215805,0.015281402,0.12672381,0.083115913,155500,0.061119292,0.62150222,NA,NA,90,Very Walkable,5,8,7,NA
1.7032E+13,Chicago,E,BELLEVUE,CHICAGO,CHICAGO,Condominium,37869,440000,6125.4502,0,0.90584308,0.024707846,0.041068446,0.053422369,81452,0.072439909,0.64965427,NA,NA,98,Walker's Paradise,7,9,8,NA
1.70422E+13,Chicago,N,STATE,CHICAGO,CHICAGO,Condominium,50643,330000,6908.8301,1,0.88965124,0.022584334,0.045168668,0.069754146,87136,0.045903545,0.73097038,NA,NA,99,Walker's Paradise,7,9,8,7865
1.7151E+13,Chicago,E,MONROE,CHICAGO,CHICAGO,Condominium,2872,42500,522.37,0,0.70571882,0.17633042,0.080222398,0.082208104,89167,0.021161417,0.22440945,NA,NA,99,Walker's Paradise,7,5,6,0
1.70422E+13,Chicago,N,DEARBORN,CHICAGO,CHICAGO,Condominium,19115,175000,3397.5901,0,0.88965124,0.022584334,0.045168668,0.069754146,87136,0.045903545,0.73097038,NA,NA,97,Walker's Paradise,5,9,7,574
1.71712E+13,Chicago,W,VAN BUREN,CHICAGO,CHICAGO,Condominium,21732,272000,3316.97,0,0.68905002,0.16258158,0.071211025,0.12255257,104930,0.12602818,0.65817899,NA,NA,73,Very Walkable,8,6,7,3631
1.70911E+13,Chicago,N,LARRABEE,CHICAGO,CHICAGO,Condominium,33014,415000,5665.3701,0,0.84226626,0.025487911,0.042965338,0.11200117,93024,0.053580627,0.76087439,NA,NA,91,Walker's Paradise,5,5,5,1864
1.43241E+13,Chicago,N,CLYBOURN,CHICAGO,CHICAGO,Condominium,15672,300000,1984.75,1,0.91762811,0.022806548,0.033270728,0.042125035,123851,0.11151303,0.65435946,NA,NA,95,Walker's Paradise,6,9,8,0
1.71021E+13,Chicago,N,LAKE SHORE,CHICAGO,CHGO,Condominium,52897,1325000,8643.4404,0,0.71341032,0.065991044,0.049257603,0.19420221,101640,0.06822262,0.66451228,NA,NA,84,Very Walkable,7,5,6,NA
1.42041E+13,Chicago,N,RETA,CHICAGO,CHICAGO,Condominium,67259,725000,9302.7197,0,0.8882091,0.022246942,0.075083427,0.063403785,109219,0.18629174,0.5438112,NA,NA,94,Walker's Paradise,10,5,8,NA
1.42812E+13,Chicago,N,SHERIDAN,CHICAGO,CHICAGO,Condominium,16981,217500,1435.59,1,0.84584582,0.031031031,0.057307307,0.097097099,67802,0.073600821,0.67825198,NA,NA,88,Very Walkable,7,9,8,0
1.13111E+13,Chicago,N,RIDGE,CHICAGO,CHICAGO,Condominium,11051,91875,1569.51,0,0.54994822,0.19694617,0.37862319,0.21325052,54690,0.084741488,0.34350568,NA,NA,82,Very Walkable,6,1,4,NA
1.43022E+13,Chicago,N,DAMEN,CHICAGO,CHICAGO,Condominium,29186,235000,4453.3799,1,0.87215805,0.015281402,0.12672381,0.083115913,155500,0.061119292,0.62150222,NA,NA,81,Very Walkable,5,8,7,NA
1.03612E+13,Chicago,N,KEDZIE,CHICAGO,CHICAGO,Condominium,15654,185000,2029.7,1,0.83473682,0.022315789,0.060842104,0.11810526,55000,0.054209445,0.32217661,NA,NA,61,Somewhat Walkable,10,4,7,0
1.7221E+13,Chicago,S,STATE,CHICAGO,ELMHURST,Condominium,25094,427876,2482.4099,0,0.54436809,0.26328054,0.060651328,0.16301166,71563,0.12187837,0.54226327,NA,NA,95,Walker's Paradise,7,6,7,NA
1.60142E+13,Chicago,W,AUGUSTA,CHICAGO,CHICAGO,Condominium,29308,299900,4162.4502,0,0.60349852,0.11867604,0.45703995,0.22912022,46215,0.29043478,0.28643477,NA,NA,92,Walker's Paradise,2,8,5,NA
1.70323E+13,Chicago,E,CHESTNUT,CHICAGO,CHICAGO,Condominium,27665,260000,3184.79,1,0.84306479,0.043114066,0.050997782,0.093126386,69792,0.10930033,0.64820486,NA,NA,100,Walker's Paradise,7,5,6,0
1.7093E+13,Chicago,N,CLINTON,CHICAGO,CHICAGO,Condominium,33872,420000,5023.1201,0,0.76867819,0.046182267,0.0523399,0.16194582,99583,0.072995573,0.75927204,NA,NA,92,Walker's Paradise,5,5,5,1659
1.4211E+13,Chicago,N,LAKE SHORE,CHICAGO,CHICAGO,Condominium,14863,200000,2133.6799,0,0.7682448,0.067190409,0.080421746,0.13479429,67820,0.11221327,0.62946892,NA,NA,85,Very Walkable,8,2,5,0
1.70623E+13,Chicago,W,CRYSTAL,CHICAGO,CHICAGO,Condominium,50831,692500,5084.6699,0,0.80500543,0.073775843,0.13732317,0.092491835,84479,0.22611094,0.59497297,NA,NA,95,Walker's Paradise,8,4,6,NA
1.31221E+13,Chicago,W,RASCHER,CHICAGO,CHICAGO,Condominium,17000,217000,2387.0701,0,0.57952821,0.077803835,0.19285418,0.2981101,43604,0.18474528,0.25214654,NA,NA,81,Very Walkable,7,4,6,NA
1.71711E+13,Chicago,W,MONROE,CHICAGO,CHICAGO,Condominium,22532,310000,4128.9199,0,0.68905002,0.16258158,0.071211025,0.12255257,104930,0.12602818,0.65817899,NA,NA,88,Very Walkable,10,5,8,0
1.13111E+13,Chicago,N,RIDGE,CHICAGO,CHICAGO,Condominium,28602,190000,4307.54,1,0.54366601,0.17226487,0.23680422,0.23704414,52545,0.10972568,0.32608953,NA,NA,82,Very Walkable,6,1,4,NA
1.4052E+13,Chicago,N,SHERIDAN,CHICAGO,CHICAGO,Condominium,11281,151000,802.22998,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,Very Walkable,6,7,7,NA
1.70844E+13,Chicago,W,WASHINGTON,CHICAGO,CHICAGO,Condominium,18073,240000,2808.77,1,0.76336706,0.125,0.037210982,0.087789014,111181,0.14671384,0.63116735,NA,NA,97,Walker's Paradise,10,5,8,NA
1.42832E+13,Chicago,N,LAKEVIEW,CHICAGO,CHICAGO,Condominium,46276,493000,7239.3799,1,0.87486827,0.020284509,0.042149629,0.080084302,66329,0.15053487,0.66374534,NA,NA,93,Walker's Paradise,10,9,10,3438
1.42042E+13,Chicago,W,SCHOOL,CHICAGO,CHICAGO,Condominium,39978,418000,5734.7998,0,0.89198607,0.016376307,0.050522648,0.070731707,109871,0.084667012,0.64498365,NA,NA,94,Walker's Paradise,10,5,8,0
1.7151E+13,Chicago,E,MONROE,CHICAGO,CHICAGO,Condominium,41021,354500,4440.0698,0,0.70571882,0.17633042,0.080222398,0.082208104,89167,0.021161417,0.22440945,NA,NA,99,Walker's Paradise,7,5,6,12547
1.13211E+13,Chicago,W,LUNT,CHICAGO,CHICAGO,Condominium,13291,148000,1835.9,1,0.49327794,0.31777072,0.12368614,0.14153019,34481,0.22384368,0.36977491,NA,NA,92,Walker's Paradise,4,1,3,NA
1.7164E+13,Chicago,W,POLK,CHICAGO,CHICAGO,Condominium,32434,418137,4652.6401,0,0.68239641,0.12378608,0.061551087,0.16099028,73423,0.15615657,0.55082905,NA,NA,97,Walker's Paradise,7,6,7,0
1.71711E+13,Chicago,W,ADAMS,CHICAGO,CHICAGO,Condominium,27643,300000,3933.0901,1,0.68905002,0.16258158,0.071211025,0.12255257,104930,0.12602818,0.65817899,NA,NA,88,Very Walkable,10,5,8,3230
1.2112E+13,Chicago,N,CUMBERLAND,CHICAGO,CHICAGO,Condominium,21674,266500,3191.8701,1,0.94747663,0.001869159,0.058130842,0.037757009,74914,0.047686096,0.32460341,NA,NA,62,Somewhat Walkable,8,10,9,NA
1.70442E+13,Chicago,W,MAPLE,CHICAGO,WINFIELD,Condominium,2500,222000,406.81,0,0.75165653,0.1225815,0.055923667,0.10482375,49429,0.20928712,0.51314586,NA,NA,99,Walker's Paradise,5,9,7,NA
1.4282E+13,Chicago,W,BARRY,CHICAGO,RIVER FOREST,Condominium,39068,465000,5905.2798,1,0.83940113,0.040504333,0.06761229,0.092986606,54358,0.12341398,0.62227124,NA,NA,82,Very Walkable,7,9,8,NA
1.33521E+13,Chicago,N,KEDZIE,CHICAGO,CHICAGO,Condominium,16939,190000,2767.8301,0,0.59034908,0.11232033,0.55503082,0.24271047,42039,0.20362507,0.23511134,NA,NA,91,Walker's Paradise,4,2,3,NA
1.72231E+13,Chicago,S,CALUMET,CHICAGO,CHICAGO,Condominium,38595,362000,5380.0601,0,0.54436809,0.26328054,0.060651328,0.16301166,71563,0.12187837,0.54226327,NA,NA,76,Very Walkable,4,4,4,9014
1.7223E+13,Chicago,S,MICHIGAN,CHICAGO,CHICAGO,Condominium,29744,458000,4561.1699,1,0.54436809,0.26328054,0.060651328,0.16301166,71563,0.12187837,0.54226327,NA,NA,93,Walker's Paradise,7,4,6,NA
1.7104E+13,Chicago,N,WESTSHORE,CHICAGO,TORRANCE,Condominium,20375,244579,3329.3201,0,0.69091076,0.071902655,0.067016959,0.20648968,91250,0.10874774,0.64896584,NA,NA,93,Walker's Paradise,7,5,6,0
1.41731E+13,Chicago,W,CUYLER,CHICAGO,CHICAGO,Condominium,27590,289000,4143.5601,1,0.8703776,0.029972753,0.12144803,0.069676921,96094,0.078286268,0.54800391,NA,NA,84,Very Walkable,7,5,6,NA
1.4211E+13,Chicago,N,LAKE SHORE,CHICAGO,CHICAGO,Condominium,18939,176000,2718.8101,0,0.7682448,0.067190409,0.080421746,0.13479429,67820,0.11221327,0.62946892,NA,NA,85,Very Walkable,8,2,5,0
1.70442E+13,Chicago,W,MAPLE,CHICAGO,CHICAGO,Condominium,19972,225000,2933.3999,1,0.75165653,0.1225815,0.055923667,0.10482375,49429,0.20928712,0.51314586,NA,NA,99,Walker's Paradise,5,9,7,1130
1.70311E+13,Chicago,N,RITCHIE,CHICAGO,CHICAGO,Condominium,4034,70000,529.88,0,0.90603691,0.02494595,0.038416762,0.053550642,81341,0.085113399,0.7129072,NA,NA,93,Walker's Paradise,7,9,8,636
1.4292E+13,Chicago,N,SHEFFIELD,CHICAGO,CHICAGO,Condominium,2079,477000,455.76999,0,0.90140843,0.02112676,0.056086518,0.055080485,109167,0.15738499,0.60702181,NA,NA,94,Walker's Paradise,10,5,8,754
1.21131E+13,Chicago,W,FOSTER,CHICAGO,CHICAGO,Condominium,14295,133000,1052.1899,0,0.85359204,0.027100706,0.10904426,0.093489416,40722,0.20313329,0.17830925,NA,NA,50,Somewhat Walkable,8,8,8,NA
1.4171E+13,Chicago,N,CLARK,CHICAGO,CHICAGO,Condominium,39526,340000,6319.52,1,0.5800609,0.22359209,0.18249619,0.15357687,41645,0.25674251,0.43453369,NA,NA,90,Very Walkable,4,2,3,NA
1.71031E+13,Chicago,N,GARLAND,CHICAGO,CHICAGO,Condominium,5104,46900,833.98999,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,Walker's Paradise,7,5,6,NA
1.70445E+13,Chicago,N,DEARBORN,CHICAGO,CHICAGO,Condominium,53500,375600,8227.9004,0,0.75165653,0.1225815,0.055923667,0.10482375,49429,0.20928712,0.51314586,NA,NA,100,Walker's Paradise,7,5,6,8599
1.1313E+13,Chicago,N,SEELEY,CHICAGO,CHICAGO,Condominium,12800,135000,2025.4301,0,0.34872869,0.19649179,0.24589637,0.40231735,36455,0.17382114,0.17691056,NA,NA,73,Very Walkable,6,1,4,NA
1.43142E+13,Chicago,N,PAULINA,CHICAGO,CHICAGO,Condominium,23060,296500,2043.6801,1,0.83471072,0.031680442,0.14669421,0.1046832,100664,0.080576479,0.55879462,NA,NA,89,Very Walkable,8,4,6,NA
1.4281E+13,Chicago,W,BARRY,CHICAGO,CHICAGO,Condominium,30356,339000,4596.21,1,0.86654395,0.020708697,0.05752416,0.08145421,61786,0.15779093,0.60837168,NA,NA,97,Walker's Paradise,7,9,8,NA
1.42941E+13,Chicago,N,MILDRED,CHICAGO,CHICAGO,Condominium,37499,397000,5325.75,0,0.89842588,0.015741015,0.050490052,0.058212057,91910,0.17301349,0.58140928,NA,NA,95,Walker's Paradise,6,9,8,NA
1.70613E+13,Chicago,W,DIVISION,CHICAGO,Chicago,Condominium,27777,412000,4742.9399,0,0.77544427,0.11039311,0.13570274,0.081852451,97596,0.141527,0.57249266,NA,NA,93,Walker's Paradise,6,4,5,0
1.71531E+13,Chicago,S,MICHIGAN,CHICAGO,CHICAGO,Condominium,33506,325000,0,0,0.61865604,0.16353384,0.059210528,0.18233083,65575,0.1584658,0.5942468,NA,NA,97,Walker's Paradise,7,6,7,0
1.71014E+13,Chicago,N,WABASH,CHICAGO,ARLINGTON,Condominium,48470,647500,8423.2695,0,0.77597624,0.03356931,0.047499429,0.16716145,93938,0.075002961,0.70010644,NA,NA,98,Walker's Paradise,7,5,6,2503
1.71022E+13,Chicago,N,MCCLURG,CHICAGO,CHICAGO,Condominium,21510,307000,2569.51,1,0.70380479,0.044308878,0.05763365,0.22668165,88523,0.060672574,0.76616758,NA,NA,95,Walker's Paradise,7,5,6,NA
1.42831E+13,Chicago,N,HAMPDEN,CHICAGO,CHICAGO,Condominium,19529,160000,3164.6101,0,0.85495234,0.027766267,0.062163282,0.094488189,63567,0.10546298,0.57835901,NA,NA,96,Walker's Paradise,10,9,10,NA
1.42832E+13,Chicago,W,SAINT JAMES,CHICAGO,CHICAGO,Condominium,13321,168000,2176.6699,0,0.87486827,0.020284509,0.042149629,0.080084302,66329,0.15053487,0.66374534,NA,NA,93,Walker's Paradise,10,9,10,NA
1.7104E+13,Chicago,E,WATERSIDE,CHICAGO,CHICAGO,Condominium,86469,1300000,13340.2,1,0.69091076,0.071902655,0.067016959,0.20648968,91250,0.10874774,0.64896584,NA,NA,88,Very Walkable,7,5,6,9633
1.13212E+13,Chicago,W,FARWELL,CHICAGO,HIGHLAND PK,Condominium,18086,158500,1579.37,0,0.56732821,0.25291127,0.1891094,0.14072494,50236,0.18858823,0.34401146,NA,NA,91,Walker's Paradise,5,1,3,8105
1.42022E+13,Chicago,N,FREMONT,CHICAGO,CHICAGO,Condominium,48348,559000,4573.2598,1,0.89921069,0.018214935,0.063752279,0.054644808,90078,0.1827262,0.53760284,NA,NA,95,Walker's Paradise,8,5,7,NA
1.72812E+13,Chicago,W,24TH,CHICAGO,CHICAGO,Condominium,17100,257500,2178.9299,1,0.055279847,0.035842296,0.019023987,0.89660877,22000,0.37336138,0.17385209,NA,NA,86,Very Walkable,9,4,7,NA
1.70934E+13,Chicago,W,WASHINGTON,CHICAGO,CHICAGO,Condominium,33197,433000,5125.3599,1,0.76867819,0.046182267,0.0523399,0.16194582,99583,0.072995573,0.75927204,NA,NA,98,Walker's Paradise,10,5,8,NA
1.43132E+13,Chicago,W,SAINT PAUL,CHICAGO,CHICAGO,Condominium,1509,315000,268.97,0,0.86050642,0.023989338,0.081741445,0.086628169,107394,0.076642334,0.70118612,NA,NA,95,Walker's Paradise,2,4,3,216
1.21112E+13,Chicago,W,BERWYN,CHICAGO,CHICAGO,Condominium,6936,73500,1624.33,1,0.85359204,0.027100706,0.10904426,0.093489416,40722,0.20313329,0.17830925,NA,NA,56,Somewhat Walkable,8,8,8,4611
1.70642E+13,Chicago,N,MARSHFIELD,CHICAGO,CHICAGO,Condominium,36750,454000,5705.9302,0,0.75411183,0.020285089,0.23547149,0.18640351,90670,0.091239288,0.6084556,NA,NA,98,Walker's Paradise,8,4,6,NA
1.70422E+13,Chicago,N,DEARBORN,CHICAGO,CHICAGO,Condominium,12517,154500,1743.28,1,0.88965124,0.022584334,0.045168668,0.069754146,87136,0.045903545,0.73097038,NA,NA,97,Walker's Paradise,5,9,7,NA
1.3102E+13,Chicago,N,LOWELL,CHICAGO,CHICAGO,Condominium,16806,190000,3067.75,0,0.7315864,0.01203966,0.22450425,0.21458924,71806,0.050033357,0.3502335,NA,NA,35,Car-Dependent,6,7,7,NA
1.4171E+13,Chicago,N,DOVER,CHICAGO,CHICAGO,Condominium,28518,365000,4659.8599,0,0.5800609,0.22359209,0.18249619,0.15357687,41645,0.25674251,0.43453369,NA,NA,93,Walker's Paradise,4,2,3,NA
1.70941E+13,Chicago,N,LA SALLE,CHICAGO,CHICAGO,Condominium,33912,540000,6167.7202,0,0.68310767,0.10348163,0.10251451,0.17472598,90136,0.060248856,0.63130319,NA,NA,96,Walker's Paradise,7,5,6,0
